,year,input_string,sale_date,address,postal_code,ppr_county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description,date,formatted_address,accuracy,latitude,longitude,postcode,type,geo_county,electoral_district,electoral_district_id,region,small_area
33009,2013,"21 Claremont, Carrickmines,Dublin,Ireland",08/05/2013,"21 Claremont, Carrickmines",Dublin 18,Dublin,631450,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,08/05/2013,"21 Claremont Ave, Honeypark, Dublin, Ireland",RANGE_INTERPOLATED,53.2827019,-6.1466374,,street_address,Dn Laoghaire-Rathdown,Dn Laoghaire-Sallynoggin West,5049,Dublin,267074006
33078,2013,"21 Heathfield Crescent, Cappagh Road, Finglas,Dublin,Ireland",14/05/2013,"21 Heathfield Crescent, Cappagh Road, Finglas",Dublin 11,Dublin,117131,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14/05/2013,"21 Heathfield Crescent, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 A7Y3, Ireland",ROOFTOP,53.3952863,-6.3215399,D11 A7Y3,street_address,Fingal,The Ward,4041,Dublin,267158009
33170,2013,"21 Rosanule, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"21 Rosanule, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Apartment 57, Rosanule, Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3727265,-6.3393014,,premise,Fingal,Castleknock-Park,4017,Dublin,267041014
33226,2013,"21 The Village, Stepaside, Dublin 18,Dublin,Ireland",27/11/2013,"21 The Village, Stepaside, Dublin 18",Dublin 18,Dublin,128634,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27/11/2013,"21 Stepaside Ln, Sandyford, Dublin, Ireland",RANGE_INTERPOLATED,53.2529036,-6.2143685,,street_address,Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092002
33302,2013,"219 New Seskin Court, Tallaght,Dublin,Ireland",10/06/2013,"219 New Seskin Court, Tallaght",Dublin 24,Dublin,321585.9,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10/06/2013,"Seskin View Rd, Oldbawn, Dublin 24, Ireland",GEOMETRIC_CENTER,53.2813271,-6.352993,,route,South Dublin,Tallaght-Millbrook,3037,Dublin,267145008
33359,2013,"22 Cedarhurst Road, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"22 Cedarhurst Road, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"22 Cedarhurst Rd, Pelletstown, Dublin, Ireland",RANGE_INTERPOLATED,53.3720299,-6.3370626,,street_address,Fingal,Castleknock-Park,4017,Dublin,267041018
33490,2013,"22 Phoenix Park Way, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"22 Phoenix Park Way, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"22 Phoenix Park Ave, Ashtown, Dublin, Ireland",RANGE_INTERPOLATED,53.3726986,-6.3403758,,street_address,Fingal,Castleknock-Park,4017,Dublin,267041014
33499,2013,"22 Rosanule, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"22 Rosanule, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Apartment 57, Rosanule, Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3727265,-6.3393014,,premise,Fingal,Castleknock-Park,4017,Dublin,267041014
33520,2013,"22 Stocking Wood Walk, Stocking Avenue, Rathfarnahm,Dublin,Ireland",14/06/2013,"22 Stocking Wood Walk, Stocking Avenue, Rathfarnahm",Dublin 16,Dublin,250000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14/06/2013,"Stocking Well Row, Ballycullen, Dublin, Ireland",GEOMETRIC_CENTER,53.2727917,-6.3193542,,route,South Dublin,Firhouse-Ballycullen,3012,Dublin,267085014/02
33594,2013,"220 New Seskin Court, Tallaght,Dublin,Ireland",10/06/2013,"220 New Seskin Court, Tallaght",Dublin 24,Dublin,321585.9,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10/06/2013,"Seskin View Rd, Oldbawn, Dublin 24, Ireland",GEOMETRIC_CENTER,53.2813271,-6.352993,,route,South Dublin,Tallaght-Millbrook,3037,Dublin,267145008
33824,2013,"23 Phoenix Park Way, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"23 Phoenix Park Way, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"23 Phoenix Park Ave, Ashtown, Dublin, Ireland",RANGE_INTERPOLATED,53.3726971,-6.3403709,,street_address,Fingal,Castleknock-Park,4017,Dublin,267041014
33834,2013,"23 Red Arches Close, The Coast, Baldoyle,Dublin,Ireland",27/08/2013,"23 Red Arches Close, The Coast, Baldoyle",Dublin 13,Dublin,181650,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27/08/2013,"23 Red Arches Cl, The Coast, Dublin 13, D13 DA25, Ireland",ROOFTOP,53.4017046,-6.14214,D13 DA25,street_address,Fingal,Baldoyle,4004,Dublin,267004011
33978,2013,"24 Apartments  Block F, Herberton, Rialto,Dublin,Ireland",18/09/2013,"24 Apartments  Block F, Herberton, Rialto",Dublin 8,Dublin,143112,No,No,New Dwelling house /Apartment,greater than 125 sq metres,18/09/2013,"Rialto, Dublin, Ireland",APPROXIMATE,53.3362675,-6.2970077,,"political,sublocality,sublocality_level_1",Dublin City,Ushers D,2155,Dublin,268151001
34028,2013,"24 Claremount, Carrickmines,Dublin,Ireland",02/05/2013,"24 Claremount, Carrickmines",Dublin 18,Dublin,730000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,02/05/2013,"24 Claremount, Cabinteely, Dublin 18, D18 F5K8, Ireland",ROOFTOP,53.2608431,-6.1669614,D18 F5K8,street_address,Dn Laoghaire-Rathdown,Foxrock-Carrickmines,5054,Dublin,267088003
34083,2013,"24 Glenesky Square, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"24 Glenesky Square, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Glenesky Square, Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3727901,-6.3380633,,premise,Fingal,Castleknock-Park,4017,Dublin,267041018
34341,2013,"25 Claremount, Carrickmines,Dublin,Ireland",08/11/2013,"25 Claremount, Carrickmines",Dublin 18,Dublin,718061.66,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,08/11/2013,"25 Claremount, Cabinteely, Dublin 18, D18 Y9P7, Ireland",ROOFTOP,53.2607661,-6.167085,D18 Y9P7,street_address,Dn Laoghaire-Rathdown,Foxrock-Carrickmines,5054,Dublin,267088003
34420,2013,"25 Millrace Court, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"25 Millrace Court, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Millrace Court, Millrace Rd, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3726618,-6.3369619,,premise,Fingal,Castleknock-Park,4017,Dublin,267041017
34443,2013,"25 RED ARCHES ROAD, THE COAST, BALDOYLE,Dublin,Ireland",06/12/2013,"25 RED ARCHES ROAD, THE COAST, BALDOYLE",Dublin 13,Dublin,176211.45,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06/12/2013,"25 Red Arches Rd, The Coast, Dublin 13, D13 PD83, Ireland",ROOFTOP,53.4004732,-6.1399335,D13 PD83,street_address,Fingal,Baldoyle,4004,Dublin,267004010
34477,2013,"25 Stocking Wood Manor, Stocking Avenue, Rathfarnham,Dublin,Ireland",07/06/2013,"25 Stocking Wood Manor, Stocking Avenue, Rathfarnham",Dublin 16,Dublin,245000,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,07/06/2013,"Stocking Well Row, Ballycullen, Dublin, Ireland",GEOMETRIC_CENTER,53.2727917,-6.3193542,,route,South Dublin,Firhouse-Ballycullen,3012,Dublin,267085014/02
34487,2013,"25 The Village, Stepaside,Dublin,Ireland",03/10/2013,"25 The Village, Stepaside",Dublin 18,Dublin,110132.16,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,03/10/2013,"25 Stepaside Park, Sandyford, Dublin 18, D18 WA47, Ireland",ROOFTOP,53.2516882,-6.2094539,D18 WA47,street_address,Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092023
34603,2013,"26 Claremount, Foxrock,Dublin,Ireland",23/12/2013,"26 Claremount, Foxrock",Dublin 18,Dublin,414977.98,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,23/12/2013,"26 Claremount, Cabinteely, Dublin 18, D18 P8H2, Ireland",ROOFTOP,53.2606297,-6.166757,D18 P8H2,street_address,Dn Laoghaire-Rathdown,Foxrock-Carrickmines,5054,Dublin,267088003
34607,2013,"26 Cloncurry House, spencer dock, north wall quay,Dublin,Ireland",09/08/2013,"26 Cloncurry House, spencer dock, north wall quay",Dublin 1,Dublin,273127.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09/08/2013,"N Wall Quay, North Dock, Dublin, Ireland",GEOMETRIC_CENTER,53.3473601,-6.2368936,,route,Dublin City,North Dock B,2077,Dublin,268108027
34725,2013,"26 Red Arches Park, The Coast,Dublin,Ireland",23/12/2013,"26 Red Arches Park, The Coast",Dublin 13,Dublin,176991,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23/12/2013,"26 Red Arches Park, The Coast, Dublin 13, D13 Y394, Ireland",ROOFTOP,53.4020128,-6.1410293,D13 Y394,street_address,Fingal,Baldoyle,4004,Dublin,267004011
34773,2013,"26 The Village, Stepaside, Dublin 18,Dublin,Ireland",01/10/2013,"26 The Village, Stepaside, Dublin 18",Dublin 18,Dublin,127753,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,01/10/2013,"26 Stepaside Ln, Sandyford, Dublin, Ireland",RANGE_INTERPOLATED,53.2522368,-6.2144158,,street_address,Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092002
34848,2013,"27 Barnwell Crescent, Hansfield,Dublin,Ireland",02/08/2013,"27 Barnwell Crescent, Hansfield",Dublin 15,Dublin,131480,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,02/08/2013,"27 Barnwell Cres, Hansfield, Dublin 15, D15 VRK0, Ireland",ROOFTOP,53.3922398,-6.4409724,D15 VRK0,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
35002,2013,"27 Red Arches Close, The Coast, Baldoyle,Dublin,Ireland",18/12/2013,"27 Red Arches Close, The Coast, Baldoyle",Dublin 11,Dublin,78414.1,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,18/12/2013,"27 Red Arches Cl, The Coast, Dublin 13, D13 N293, Ireland",ROOFTOP,53.4016524,-6.1422066,D13 N293,street_address,Fingal,Baldoyle,4004,Dublin,267004011
35006,2013,"27 Rosanule, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"27 Rosanule, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Apartment 57, Rosanule, Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3727265,-6.3393014,,premise,Fingal,Castleknock-Park,4017,Dublin,267041014
35062,2013,"27 barnwell road, Hansfield,Dublin,Ireland",26/06/2013,"27 barnwell road, Hansfield",Dublin 15,Dublin,136519,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26/06/2013,"27 Barnwell Rd, Hansfield, Dublin 15, D15 F76C, Ireland",ROOFTOP,53.3908311,-6.442506,D15 F76C,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
35153,2013,"28 Creston Avenue, Finglas, Dublin 11,Dublin,Ireland",30/09/2013,"28 Creston Avenue, Finglas, Dublin 11",Dublin 11,Dublin,154185,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30/09/2013,"28 Creston Ave, Poppintree, Dublin 11, D11 YX43, Ireland",ROOFTOP,53.4070765,-6.2919692,D11 YX43,street_address,Fingal,Dubber,4020,Dublin,267066011
35244,2013,"28 Peyton Square, Stoney Road, Rathcoole,Dublin,Ireland",11/10/2013,"28 Peyton Square, Stoney Road, Rathcoole",Dublin 22,Dublin,285000,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,11/10/2013,"Rathcoole, Co. Dublin, Ireland",APPROXIMATE,53.2817307,-6.466167,,"locality,political",South Dublin,Rathcoole,3021,Dublin,267112014
35259,2013,"28 Rosanule, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"28 Rosanule, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Apartment 57, Rosanule, Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3727265,-6.3393014,,premise,Fingal,Castleknock-Park,4017,Dublin,267041014
35294,2013,"28 The Village, Stepaside, Dublin 18,Dublin,Ireland",28/11/2013,"28 The Village, Stepaside, Dublin 18",Dublin 18,Dublin,110132,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28/11/2013,"28 Stepaside Ln, Sandyford, Dublin, Ireland",RANGE_INTERPOLATED,53.2521723,-6.2144198,,street_address,Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092002
35337,2013,"28brennanstown avenue, cabinteely,Dublin,Ireland",10/01/2013,"28brennanstown avenue, cabinteely",Dublin 18,Dublin,444934,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,10/01/2013,"28 Brennanstown Ave, Brenanstown, Cabinteely, Co. Dublin, D18 WK66, Ireland",ROOFTOP,53.2568158,-6.1517641,D18 WK66,street_address,Dn Laoghaire-Rathdown,Cabinteely-Loughlinstown,5020,Dublin,267038013
35403,2013,"29 Creston Avenue, Saint Margaret's Road, Finglas,Dublin,Ireland",19/12/2013,"29 Creston Avenue, Saint Margaret's Road, Finglas",Dublin 11,Dublin,145375,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19/12/2013,,,NA,NA,,,NA,NA,NA,NA,NA
35464,2013,"29 Millrace Road, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"29 Millrace Road, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Millrace Rd, Pelletstown, Dublin, Ireland",GEOMETRIC_CENTER,53.3725245,-6.3354399,,route,Fingal,Castleknock-Park,4017,Dublin,267041017
35486,2013,"29 Rosanule, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"29 Rosanule, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Apartment 57, Rosanule, Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3727265,-6.3393014,,premise,Fingal,Castleknock-Park,4017,Dublin,267041014
35515,2013,"29 The Courtyard, Fortfield Square, Terenure,Dublin,Ireland",15/11/2013,"29 The Courtyard, Fortfield Square, Terenure",Dublin 6w,Dublin,240088,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15/11/2013,"Fortfield Square, Terenure, Dublin 6W, Co. Dublin, Ireland",GEOMETRIC_CENTER,53.304153,-6.3027313,,route,South Dublin,Templeogue-Kimmage Manor,3042,Dublin,267150004
35691,2013,"3 CAIRNBROOK AVE, CARRICKMINES,Dublin,Ireland",20/12/2013,"3 CAIRNBROOK AVE, CARRICKMINES",Dublin 18,Dublin,828195,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"3 Cairnbrook Ave., Dublin 18, D18 R578, Ireland",ROOFTOP,53.2459211,-6.1823972,D18 R578,street_address,Dn Laoghaire-Rathdown,Cabinteely-Loughlinstown,5020,Dublin,267038002
35727,2013,"3 Cedarhurst Green, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"3 Cedarhurst Green, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"3 Cedarhurst Rd, Pelletstown, Dublin, Ireland",RANGE_INTERPOLATED,53.3718502,-6.3345594,,street_address,Fingal,Castleknock-Park,4017,Dublin,267041018
35729,2013,"3 Cherangani, OLD NAVAN ROAD, Dublin 15,Dublin,Ireland",11/12/2013,"3 Cherangani, OLD NAVAN ROAD, Dublin 15",Dublin 15,Dublin,407929.5,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,11/12/2013,"Cherangani, Old Navan Rd, Blanchardstown, Dublin 15, Ireland",ROOFTOP,53.3827033,-6.3652136,,premise,Fingal,Blanchardstown-Abbotstown,4008,Dublin,267027001
35738,2013,"3 Cloonlara Square, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"3 Cloonlara Square, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Cloonlara Square, Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3733658,-6.3375763,,premise,Fingal,Castleknock-Park,4017,Dublin,267041011
35909,2013,"3 Knockcree, Glenamuck Road, Carrickmines,Dublin,Ireland",06/09/2013,"3 Knockcree, Glenamuck Road, Carrickmines",Dublin 18,Dublin,429075,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,06/09/2013,"Knockree, Glenamuck Rd, Dublin 18, Ireland",ROOFTOP,53.2506438,-6.1774173,,premise,Dn Laoghaire-Rathdown,Cabinteely-Loughlinstown,5020,Dublin,267038001
36028,2013,"3 Phoenix Park Way, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"3 Phoenix Park Way, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"3 Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, D15 CHX4, Ireland",ROOFTOP,53.3724396,-6.3400623,D15 CHX4,street_address,Fingal,Castleknock-Park,4017,Dublin,267041014
36055,2013,"3 Red Arches Avenue, The Coast, Baldoyle,Dublin,Ireland",22/10/2013,"3 Red Arches Avenue, The Coast, Baldoyle",Dublin 13,Dublin,202643,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22/10/2013,"3 Red Arches Ave, The Coast, Dublin 13, D13 VE81, Ireland",ROOFTOP,53.4017197,-6.1431726,D13 VE81,street_address,Fingal,Baldoyle,4004,Dublin,267004012
36063,2013,"3 Rosanule, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"3 Rosanule, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"Apartment 57, Rosanule, Phoenix Park Ave, Phoenix Park Racecourse, Dublin 15, Ireland",ROOFTOP,53.3727265,-6.3393014,,premise,Fingal,Castleknock-Park,4017,Dublin,267041014
36102,2013,"3 St Esra Close, Killester Avenue, Killester,Dublin,Ireland",12/04/2013,"3 St Esra Close, Killester Avenue, Killester",Dublin 5,Dublin,315000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/04/2013,"Killester, Co. Dublin, Ireland",APPROXIMATE,53.3715595,-6.2026242,,"locality,political",Dublin City,Clontarf East E,2041,Dublin,268045001
36117,2013,"3 Stocking Wood Manor, Stocking Wood, Stocking Avenue  Rathfarnham,Dublin,Ireland",19/12/2013,"3 Stocking Wood Manor, Stocking Wood, Stocking Avenue  Rathfarnham",Dublin 14,Dublin,235000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19/12/2013,,,NA,NA,,,NA,NA,NA,NA,NA
36125,2013,"3 Surehaven Lawn, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"3 Surehaven Lawn, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,,,NA,NA,,,NA,NA,NA,NA,NA
36126,2013,"3 Surehaven Road, Phoenix Park Racecourse, Castleknock,Dublin,Ireland",20/12/2013,"3 Surehaven Road, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/12/2013,"3 Surehaven Rd, Ashtown, Dublin, Ireland",RANGE_INTERPOLATED,53.3721139,-6.339869,,street_address,Fingal,Castleknock-Park,4017,Dublin,267041014
